subject,phase,filter,r_-10s,r_-9s,r_-8s,r_-7s,r_-6s,r_-5s,r_-4s,r_-3s,r_-2s,r_-1s,r_+0s,r_+1s,r_+2s,r_+3s,r_+4s,r_+5s,r_+6s,r_+7s,r_+8s,r_+9s,r_+10s,rhomax,n_windows
13,Pre,filtfilt,-0.1569042613607744,0.2861028338471473,0.6418459678341899,0.7863620913039358,0.667446191947227,0.324248145501975,-0.1258438470229192,-0.6674227717807821,-0.7625343332933487,-0.6010935232577492,-0.2454526269737416,0.17692835489445755,0.5202721411941931,0.6722729967721386,0.47477337046423995,0.14471120304153115,-0.20780954162782583,-0.46135635537690367,-0.5375828546084327,-0.4257489545287881,-0.18150899958992017,0.8096381051967838,512
13,Stim,filtfilt,0.21285852613775197,0.6293916995486043,0.8478923581076142,0.7812321314350991,0.4404109818077118,-0.06442362441695634,-0.5598691797762143,-0.9172157399738425,-0.7705797914397398,-0.35694902044721794,0.17781148731194243,0.6443458228960178,0.8793577746957274,0.805232358446365,0.21884650005002823,-0.27589764708577424,-0.649642701186085,-0.7785651326068177,-0.6330620254011883,-0.28301763412517944,0.134017397642346,0.9212600891919382,640
13,Post,filtfilt,-0.18140692594088437,0.21663788233567324,0.586038517113675,0.7663130194112009,0.6611376264943722,0.2879859262151439,-0.220385738979266,-0.8070012120935575,-0.8498030044011093,-0.5722815699338755,-0.0844581956167536,0.42021421643855517,0.7468894699220502,0.7799863935946059,0.3277558136616896,-0.10925127517949398,-0.45404866672496824,-0.5894922980581412,-0.4960049184830614,-0.24694790198916394,0.03533857306883209,0.8542837241978922,512
14,Pre,filtfilt,0.0614849825866102,0.27398217547841525,0.44820019788295884,0.507519713786391,0.40380450685643954,0.14543568078916827,-0.19584060972798067,-0.6113941557894371,-0.6709307612269506,-0.5079561343719639,-0.1706621817059675,0.22719335441924332,0.548864139865197,0.686523356544863,0.4843583926711318,0.16045094254499456,-0.18526339869533184,-0.4419980786411624,-0.5424344090492192,-0.47979903840295635,-0.2994821240673604,0.7463193506093233,512
14,Stim,filtfilt,0.1477378944705661,0.5032239105749992,0.7177388226830586,0.701562151807962,0.44088010252090715,0.010369140721078062,-0.44746870479830614,-0.8417285113369513,-0.7638242711378085,-0.42120486591171813,0.06965554957393083,0.5368365989412095,0.816350478377147,0.8129741638383781,0.32273923477795163,-0.14925852296588488,-0.5453305283721935,-0.7344144569463245,-0.6669090299903832,-0.3867966794475439,-0.008128602910081013,0.8856724654186798,640
14,Post,filtfilt,-0.28955914925820736,0.08111584478638122,0.4722428570746456,0.7322084808053706,0.7433163763899987,0.47598843039554706,0.010555191850134066,-0.6862186795426676,-0.8883203470670152,-0.7668342231703806,-0.3612045344909716,0.1768261251956971,0.6431364709525573,0.8633257843233604,0.6025831089009432,0.14993023436810862,-0.32470821311963305,-0.6440632629867165,-0.7040213815547076,-0.5088009130860016,-0.15921107546734123,0.8881984248129774,512
15,Pre,filtfilt,0.4502082390189863,0.7210605065370854,0.7792550182292136,0.5820434344343774,0.17403556794233355,-0.32125383580317857,-0.7404558742270795,-0.924309604550257,-0.6755841381904614,-0.20211329777035772,0.34306607286559676,0.7812188493186116,0.96974375079253,0.8506910250110139,0.21732785393074072,-0.3027132967156894,-0.7091417626267951,-0.8816682219823408,-0.7807118733242463,-0.45431845462471737,-0.016181719790864676,0.9701947111123427,512
15,Stim,filtfilt,0.07674791295092961,0.4028391968223639,0.6008619272813032,0.5551934534267466,0.25321003022039246,-0.19840976106089905,-0.6138846996212479,-0.788062325261718,-0.509898119866208,-0.016203933109307934,0.495617642149946,0.818404984774137,0.8245367823060793,0.5190671049318024,-0.21538866434265552,-0.6044827787632627,-0.7424994196254675,-0.6032338796102137,-0.2713403195010061,0.10540862468661363,0.38480325582983355,0.895407828966046,640
15,Post,filtfilt,0.14579473042785876,0.6136602617173792,0.8736540578492279,0.8208111865653475,0.4668450638073902,-0.061554185170816754,-0.5700561740557188,-0.9055087408525857,-0.7286992548632578,-0.2965019118658518,0.22729842375101303,0.6506328196873938,0.8260325970964015,0.7033604048118762,0.11665963182342418,-0.32296688782634037,-0.6185592915604129,-0.6781218222222161,-0.5004373937265224,-0.16765676672022659,0.19128824834311473,0.8984610762008369,512
16,Pre,filtfilt,-0.453766983756247,-0.11763884411345243,0.2861143058685251,0.5947815795841519,0.6791478471490795,0.5008154262201057,0.1304056192839308,-0.45186853972702096,-0.6355703893688284,-0.5706915436787127,-0.2996916067836104,0.055038315626169815,0.3487856811510584,0.4772939070125427,0.32913207843147113,0.1025574367969295,-0.1080694394275501,-0.22786635558877072,-0.23743360334900382,-0.16923373117784934,-0.07959018698091802,0.844093934972515,512
